Sr No,date,startup,vertical,city,investors,round,amount
2411,2015-12-09,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000
2412,2015-12-09,YatraGenie,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,0
2413,2015-09-14,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000
2414,2015-09-14,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,9000000
2415,2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000
2416,2015-09-14,Ola Cabs,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000
2417,2015-09-15,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,2000000
2418,2015-09-15,MoEngage,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000
2419,2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Bangalore,Nandan Nilekani,Seed Funding,0
2420,2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000
2421,2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,300000
2422,2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Bangalore,Sandeep Dama & Others,Seed Funding,0
2423,2015-09-16,ChaiPoint,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,10000000
2424,2015-09-16,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,410000
2425,2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,450000
2426,2015-09-17,UniLog,ECommerce Data Analytics Platform,Bangalore,Kalaari Capital,Private Equity,0
2427,2015-09-17,Paintcollar,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,0
2428,2015-09-17,YepMe,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000
2429,2015-09-17,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,600000
2430,2015-09-18,Plabro,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000
2431,2015-09-18,CureJoy,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000
2432,2015-09-18,Briston Technomach,Internet of Things platform,New Delhi,Undisclosed,Seed Funding,150000
2433,2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000
2434,2015-09-19,DailyNinja,Hyperlocal Delivery Platform,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0
2435,2015-09-21,Portea Medical,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000
2436,2015-09-21,Neotrade Analytics,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,235000
2437,2015-09-21,DishCo,Food discovery & table booking app,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0
2438,2015-09-21,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000
2439,2015-09-21,ConnectAbank,Financial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,0
2440,2015-09-22,VillFarm,Sustainable Agri-inputs Firm,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,0
2441,2015-09-22,Bestdealfinance,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000
2442,2015-09-22,GameXS.in,Pre-owned games Marketplace,New Delhi,Lead Angels,Seed Funding,0
2443,2015-09-22,The Man Company,Content-based Subscription eCommerce platform,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,0
2444,2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,800000
2445,2015-09-22,Furdo,Online Interior Designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,400000
2446,2015-09-22,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,10000000
2447,2015-09-22,Korra,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000
2448,2015-09-23,Credihealth,Healthcare Consulting platform,Gurgaon,Rajat Malhotra,Seed Funding,0
2449,2015-09-23,Amigobulls,Stock Market Portal,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,0
2450,2015-09-23,SilverPush,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,1200000
2451,2015-09-23,Juggernaut,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000
2452,2015-09-23,InnerChef,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000
2453,2015-09-24,Quintype,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,3300000
2454,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000
2455,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000
2456,2015-09-24,Licious,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000
2457,2015-09-25,TravelKhana,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,0
2458,2015-09-28,Quickli,hyperlocal delivery platform,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,0
2459,2015-09-28,Ola Cabs,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,30000000
2460,2015-09-29,Paytm,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000
2461,2015-09-29,Inmobi,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000
2462,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000
2463,2015-09-29,Hugefly,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,0
2464,2015-09-29,Brigge,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,0
2465,2015-09-29,Zakoopi,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,350000
2466,2015-09-29,LoanCircle,Consumer lending marketplace,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0
2467,2015-09-30,Infoworks,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000
2468,2015-09-30,RedDoorz,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000
2469,2015-09-30,FirstTouch,Local Mobile OS,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0
2470,2015-09-30,Eywa Media,Digital Signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000
2471,2015-01-08,Snapdeal,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000
2472,2015-01-08,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,400000
2473,2015-03-08,Cuelearn,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,0
2474,2015-03-08,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,5000000
2475,2015-03-08,The Home Salon,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,0
2476,2015-03-08,Jusride,Self Driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0
2477,2015-03-08,Oyorooms,Budget Hotel accommodation brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000
2478,2015-03-08,Glowship,Energy & Environment Online Marketplace,Bangalore,Infuse Ventures,Seed Funding,0
2479,2015-03-08,Wizrocket,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000
2480,2015-04-08,Pickingo,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000
2481,2015-05-08,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000
2482,2015-05-08,LetsTransport,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000
2483,2015-05-08,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000
2484,2015-05-08,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000
2485,2015-05-08,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000
2486,2015-05-08,Zocalo,Rental Accomodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0
2487,2015-05-08,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000
2488,2015-06-08,Klozee,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,0
2489,2015-06-08,Appvigil,App security\\xc2\\xa0 testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000
2490,2015-06-08,practo,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000
2491,2015-06-08,LoudShout,anonymous bulletin board app,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0
2492,2015-06-08,Wetravelsolo,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0
2493,2015-06-08,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000
2494,2015-06-08,Ezetap,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000
2495,2015-06-08,NDTV ecommerce venture,Car & Bike ecommerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0
2496,2015-07-08,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000
2497,2015-07-08,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000
2498,2015-07-08,GIBSS,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0
2499,2015-07-08,StoreMore.in,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,0
2500,2015-07-08,iOrderFresh,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,0
2501,2015-10-08,MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000
2502,2015-10-08,eSadar,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000
2503,2015-10-08,Actionable Analytics,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0
2504,2015-10-08,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000
2505,2015-10-08,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000
2506,2015-10-08,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000
2507,2015-10-08,ToneTag,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000
2508,2015-10-08,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000
2509,2015-11-08,Livspace,Home Design & D\\xc3\\xa9cor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000
2510,2015-11-08,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000
2511,2015-11-08,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000
2512,2015-11-08,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000
2513,2015-11-08,Infogain,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,63000000
2514,2015-12-08,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000
2515,2015-12-08,BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000
2516,2015-12-08,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000
2517,2015-12-08,Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000
2518,2015-08-13,etaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000
2519,2015-08-13,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000
2520,2015-08-13,Massblurb,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0
2521,2015-08-13,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,4000000
2522,2015-08-14,VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000
2523,2015-08-14,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000
2524,2015-08-14,VanityCube,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,0
2525,2015-08-17,Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000
2526,2015-08-17,YourStory,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0
2527,2015-08-17,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000
2528,2015-08-17,Orobind,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,0
2529,2015-08-17,Fixy,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,0
2530,2015-08-17,MSM Box,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,0
2531,2015-08-17,ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000
2532,2015-08-17,Gadgets 360,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,0
2533,2015-08-18,Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,15000000
2534,2015-08-18,IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000
2535,2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000
2536,2015-08-18,Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0
2537,2015-08-18,IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,0
2538,2015-08-18,Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,1000000
2539,2015-08-19,Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,0
2540,2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000
2541,2015-08-19,Envoged,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0
2542,2015-08-19,MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,20000000
2543,2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,156000
2544,2015-08-20,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000
2545,2015-08-20,Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000
2546,2015-08-21,ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000
2547,2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,300000
2548,2015-08-24,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000
2549,2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,0
2550,2015-08-24,rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0
2551,2015-08-25,Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000
2552,2015-08-25,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000
2553,2015-08-25,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000
2554,2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,250000
2555,2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,100000
2556,2015-08-26,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000
